pid,priority,n_run,running_time,ticks
5, 4, 233, 2706, 5938
6, 4, 236, 221, 5942
3, 4, 227, 2677, 5955
5, 4, 234, 2706, 5959
6, 4, 237, 238, 5972
3, 4, 228, 2677, 5976
5, 4, 235, 2723, 5989
6, 4, 238, 238, 5993
3, 4, 229, 2694, 6006
5, 4, 236, 2723, 6010
6, 4, 239, 255, 6023
3, 4, 230, 2694, 6027
5, 4, 237, 2740, 6040
6, 4, 240, 255, 6044
3, 4, 231, 2711, 6057
5, 4, 238, 2740, 6061
6, 4, 241, 272, 6074
3, 4, 232, 2711, 6078
5, 4, 239, 2757, 6091
6, 4, 242, 272, 6095
3, 4, 233, 2728, 6108
5, 4, 240, 2757, 6112
6, 4, 243, 289, 6125
3, 4, 234, 2728, 6129
5, 4, 241, 2774, 6142
6, 4, 244, 289, 6146
3, 4, 235, 2745, 6159
5, 4, 242, 2774, 6163
6, 4, 245, 306, 6176
3, 4, 236, 2745, 6180
5, 4, 243, 2791, 6193
6, 4, 246, 306, 6197
3, 4, 237, 2762, 6210
5, 4, 244, 2791, 6214
6, 4, 247, 323, 6227
3, 4, 238, 2762, 6231
5, 4, 245, 2808, 6244
6, 4, 248, 323, 6248
3, 4, 239, 2779, 6261
5, 4, 246, 2808, 6265
6, 4, 249, 340, 6278
3, 4, 240, 2779, 6282
5, 4, 247, 2825, 6295
6, 4, 250, 340, 6299
3, 4, 241, 2796, 6312
5, 4, 248, 2825, 6316
6, 4, 251, 357, 6329
3, 4, 242, 2796, 6333
5, 4, 249, 2842, 6346
6, 4, 252, 357, 6350
3, 4, 243, 2813, 6363
5, 4, 250, 2842, 6367
6, 4, 253, 374, 6376
3, 4, 244, 2813, 6380
6, 4, 254, 391, 6393
3, 4, 245, 2813, 6397
6, 4, 255, 408, 6410
1, 0, 23, 4, 6410
2, 0, 17, 2, 6410
6, 4, 256, 425, 6427
6, 4, 257, 425, 6444
6, 4, 258, 442, 6461
6, 4, 259, 442, 6478
6, 4, 260, 459, 6495
6, 4, 261, 459, 6512
6, 4, 262, 476, 6529
6, 4, 263, 476, 6546
6, 4, 264, 493, 6563
6, 4, 265, 493, 6580
6, 4, 266, 510, 6597
6, 4, 267, 510, 6614
6, 4, 268, 527, 6631
6, 4, 269, 527, 6648
6, 4, 270, 544, 6665
6, 4, 271, 544, 6682
6, 4, 272, 561, 6699
6, 4, 273, 561, 6716
6, 4, 274, 578, 6733
6, 4, 275, 578, 6750
6, 4, 276, 595, 6767
6, 4, 277, 595, 6784
6, 4, 278, 612, 6801
6, 4, 279, 612, 6818
6, 4, 280, 629, 6835
6, 4, 281, 629, 6852
6, 4, 282, 646, 6869
6, 4, 283, 646, 6886
6, 4, 284, 663, 6903
6, 4, 285, 663, 6920
6, 4, 286, 680, 6937
6, 4, 287, 680, 6954
6, 4, 288, 697, 6971
6, 4, 289, 697, 6988
6, 4, 290, 714, 7005
6, 4, 291, 714, 7022
6, 4, 292, 731, 7039
6, 4, 293, 731, 7056
6, 4, 294, 748, 7073
6, 4, 295, 748, 7090
6, 4, 296, 765, 7107
6, 4, 297, 765, 7124
6, 4, 298, 782, 7141
6, 4, 299, 782, 7158
6, 4, 300, 799, 7175
6, 4, 301, 799, 7192
6, 4, 302, 816, 7209
6, 4, 303, 816, 7226
6, 4, 304, 833, 7243
6, 4, 305, 833, 7260
6, 4, 306, 850, 7277
6, 4, 307, 850, 7294
6, 4, 308, 867, 7311
6, 4, 309, 867, 7328
6, 4, 310, 884, 7345
6, 4, 311, 884, 7362
6, 4, 312, 901, 7379
6, 4, 313, 901, 7396
1, 0, 24, 4, 7403
